,selected_text,text,sentiment
9162,fastest transfer rate, I brought a buffalo 320gb for 3800...it has the fastest transfer rate for a usb hdd...I benchmarked it at 34mb/s on my comp!!!,positive
16208,I am so lucky to have so many great people in my life.  I am blessed,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,positive
15862,Happy Mother`s Day,"Happy Mother`s Day to all the Mom`s out there, but especially to my wonderfuly Mommy",positive
17372,handsome!, hey handsome!  I`m packing,positive
3291,good things, Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both,positive
16206,I`m glad, I`m glad you`ve been having fun babe,positive
23913,aww lovely!," aww lovely! Hope you had a great mother`s day, our little mother hen  did you get in contact with sharn?",positive
26714,help, I decided you should help me make my first solo album,positive
18477,"haha hell ya id love to find some boys to toke with, and thats a very sexy bike"," haha hell ya id love to find some boys to toke with, and thats a very sexy bike",positive
17620,Happy, Happy Mothersday,positive
17138,interested,Here`s a definition of network neutrality for those who may be interested  http://tinyurl.com/ls4qn,positive
8880,Good Morning!,Good Morning!  ? http://blip.fm/~5jnl7,positive
21698,hope, I`m going to ask Waldi. I hope he makes a new keyword for me,positive
12950,Congratulations,  Congratulations...keep us posted on how things go!,positive
980,feeling all homely! off out with Freddie for a fun-packed day,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",positive
23172,architecture is nice an,"Being involved in requirements and architecture is nice and all, but now I`m looking forward to writing some code!",positive
15028,good,_trick It`s all good  The next 6 months are going to be awesome.,positive
17717,excited,Our kids are both in a Derbyshire schools string concert at the Buxton Opera House today. They`re both quite excited,positive
18177,I woulda never believed that five years later I`d be a female engineer myself making tracks,I woulda never believed that five years later I`d be a female engineer myself making tracks,positive
14828,absolutely fantastic," Bill, absolutely fantastic programme. Loved the `cow bell` bit towards the end.",positive
24096,. Thnx for asking lol I will be fine, nope  don`t think I will. Thnx for asking lol I will be fine,positive
22212,: thanks!,: thanks!  and you being #80 just made my morning!,positive
25389,r fun, excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,positive
1588,t?  lovelovelove, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive
14312,The Service was good,just got home from church. The Service was good,positive
20946,funny you should say., funny you should say...am filling it out as we speak ;) cheers!,positive
19033,great,started a great mother`s day season!,positive
16910,honored, I`m so honored to hear my name on a Breezy track  hope u liked my ****! #drunk_bowling,positive
720,good, good luck!! How exciting,positive
12608,"Energized for another week,","I am back from my weekend getaway! Energized for another week, bring it on! lol",positive
23375,wow that is a great list., wow that is a great list... Now i need to shop,positive
20511,thanks, ehhehehe thanks,positive
2310,Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,positive
23518,a HUGE fan, HI!  I`m Eunice Kyna! I`m a HUGE fan of yours! Can`t wait for your next album! ;),positive
2276,fun, Have fun at the show tonight... wish I could be there,positive
609,"finally gone to the beach, yeaaaah!","finally gone to the beach, yeaaaah!",positive
8343,", you are an incredibly wealthy man"," cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",positive
24134,Happy Mother`s Day,This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9,positive
8421,Thank you,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much,positive
1247,hope your day gets better soon!!,  hope your day gets better soon!!,positive
10331,Thanks, Ah lol okay. Thanks,positive
18894,won aswell!!, amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  ****,positive
19894,Dreams give rise to reality.," Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",positive
23565,good.," yes. and it was REALLY good. even though i am not into sci fi i loved it. & haha, i know.",positive
983,I sorry, I sorry,positive
1181,awesome,  awesome! All deserved I`m sure. Miss the Crabs games,positive
2899,Thanks,Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.,positive
21087,cool,at the theatre.... seeing star trek for a second time becuase i am that cool,positive
17402,So theres this boy. Hes so cute. Hes got a six pack.  yum it was fun touchin it.,So theres this boy. Hes so cute. Hes got a six pack.  yum it was fun touchin it.,positive
24231,Hope, Hope you feel better soon and check out my cool backround on my profile,positive
22319,fun,On my shoot with Ron and Torey! Have lots of fun,positive
2023,er fairly well!," ah its getting there  still a fair bit to go, but it`s coming together fairly well! aw  where are you from?",positive
14716,love," hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",positive
27424,super nice,"Stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  Off to work",positive
21575,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,positive
14934,favorite, one of my favorite quotes ever,positive
1640,it`s the best thing,"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",positive
19180,Yay,Yay my friend Glen is here. Now i`m like this,positive
3070,thanks," thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?",positive
1367,glad,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,positive
24841,More talent, The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,positive
12026,n amazing, http://twitpic.com/5ut6j - aww  he must be an amazing brother!,positive
15159,thanks!, thanks!,positive
22537,Enjoying,Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time,positive
25595,Happy,Happy Mothers Day to all Mothers every where,positive
6287,Happy,Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!,positive
2108,lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed,_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,positive
19041,hoping to hear from you all soon,hoping to hear from you all soon,positive
3834,that that`s a great present for ALL mommie, Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,positive
22984,discover a whole new beautiful you, discover a whole new beautiful you,positive
16477,Jumps of Joy,I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!!,positive
3826,..hope u feel better!,  that`s no bueno...hope u feel better!,positive
10922,happy,i just wanna say happy mother`s day to all the mommy`s out there,positive
2801,Happy Birthday to my ****,Happy Birthday to my ****,positive
20759,please.,@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,positive
14596,s pretty awesome," That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",positive
22589,I love beans on toast. SO CUTE!,(cont) when  told him that I love beans on toast. SO CUTE!,positive
11878,perfect holiday!,_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!,positive
20374,. haha, Lol  It`s like you have a cult.. haha,positive
1129,Enjoy the coffee.," Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",positive
7050,awesome shooeessss,bought awesome shooeessss,positive
9711,don`t feel so bad,_Jane14 okay well then now i don`t feel so bad lmao,positive
4596,you both have so beatiful eyes, http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,positive
9517,is wishing that i could be famous for acting and dancing,is wishing that i could be famous for acting and dancing,positive
17009,Enjoy,"Going to be buckling down this week. So, relief for my twitter followers from my inanity. Enjoy my silence.",positive
16008,Thanks., Thanks.,positive
792,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...","HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive
5160,relaXin on my day off.,Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,positive
10817,Thanks for the follow man, Thanks for the follow man,positive
4815,Loving,At envy! Loving it  best club ever.,positive
15663,your dad is a superman for pulling through! Take it easy,_Laurie your dad is a superman for pulling through! Take it easy,positive
27293,Good, Good choice,positive
21700,wish, i wish i could find my camera cause i really wanna record some too...,positive
3784,o cutee, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,positive
